"ccpageid";"name";"party";"category";"country"
"12352079";"Frédéric Falcon";"Rassemblement National";"Political";"France"
"12352201";"RTL2";"";"Media";"France"
"12351868";"M. Lionel Tivoli";"Rassemblement National";"Political";"France"
"12352222";"Les Scouts et Guides de France";"";"Societal";"France"
"12352055";"François Patriat";"Rassemblement démocrate";"Political";"France"
"12352357";"Mme Véronique Riotton";"Renaissance";"Political";"France"
"12351229";"M. Belkhir Belhaddad";"Renaissance";"Political";"France"
"12352368";" Vincent Rolland";"Les Républicains";"Political";"France"
"12352114";" Philippe Fait";"Renaissance";"Political";"France"
"12352113";" Philippe Dunoyer";"Renaissance";"Political";"France"
"12351430";"M. Didier Le Gac";"Renaissance";"Political";"France"
"12352043";"Parti Communiste des Ouvriers de France";"Parti Communiste des Ouvriers de France";"Political";"France"
"12351180";"M. Arnaud Le Gall";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351526";"Fédération Nationale des Amicales de Chasseurs";"";"Societal";"France"
"12351380";"Crédit Agricole";"";"Societal";"France"
"12351665";"Mme Marie Guévenoux";"Renaissance";"Political";"France"
"12351993";"Nathalie Delattre";"Rassemblement Démocratique et Social Européen";"Political";"France"
"12351670";"M. Hadrien Clouet";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351272";"Alain Cadec";"Les Républicains";"Political";"France"
"12352291";"Stéphane Séjourné";"Renaissance";"Political";"France"
"12351776";"Juliette Méadel";"";"Societal";"France"
"12351820";"Mme Laure Lavalette";"Rassemblement National";"Political";"France"
"12351419";"Mme Raquel Garrido";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351777";"Mme Karen Erodi";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351394";"Mme Danielle Simonnet";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351706";"Institut Pasteur";"";"Societal";"France"
"12351906";"Mme Marianne Maximi";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351514";"Fédération Nationale des Chasseurs";"";"Societal";"France"
"12351597";"France Nature Environnement";"";"Societal";"France"
"12351837";"Leila CHAIBI";"";"Political";"France"
"12351786";"La Banque Postale";"";"Societal";"France"
"12351231";"Mme Lisa Belluco";"Écologiste-Nupes";"Political";"France"
"12352051";"Pascale Gruny";"Les Républicains";"Political";"France"
"12351255";"Brigitte Bourguignon";"La République en marche !";"Political";"France"
"12351117";"Agnès Pannier-Runacher";"La République en marche !";"Political";"France"
"12352236";"Éric Bocquet";"Communiste Républicain Citoyen et Écologiste - Kanaky";"Political";"France"
"12351966";"M. Bruno Millienne";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351636";"Gwendoline DELBOS-CORFIELD";"";"Political";"France"
"12351819";"L'Automobile Magazine";"";"Media";"France"
"12351208";"M. Christophe Bex";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351680";"M. Hervé de Lépinau";"Rassemblement National";"Political";"France"
"12351924";"M. William Martinet";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351443";"Mme Emmanuelle Anthoine";"Les Républicains";"Political";"France"
"12352217";"Mme Sandrine Rousseau";"Écologiste-Nupes";"Political";"France"
"12352265";"Mme Sophia Chikirou";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352041";"Paris Première";"";"Media";"France"
"12351281";"M6 Capital";"";"Media";"France"
"12351540";"Fédération Française d'Escrime";"";"Societal";"France"
"12351338";"La Cinémathèque Française";"";"Societal";"France"
"12351232";"Mme Bénédicte Auzanot";"Rassemblement National";"Political";"France"
"12351756";"Mme Julie Lechanteux";"Rassemblement National";"Political";"France"
"12351319";"Le Château de Versailles";"";"Societal";"France"
"12351663";"Mme Clémence Guetté";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351871";"Mme Laurence Maillart-Méhaignerie";"Renaissance";"Political";"France"
"12351336";"M. Christophe Marion";"Renaissance";"Political";"France"
"12352355";"Dominique VÉrien";"Union Centriste";"Political";"France"
"12352207";"Mme Sabine Thillaye";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351576";"Fondation Robert Schuman";"";"Societal";"France"
"12351502";"Mme Fanta Berete";"Renaissance";"Political";"France"
"12352177";"Réseau Environnement Santé";"";"Societal";"France"
"12351789";"La Coopération Agricole";"";"Societal";"France"
"12351520";"Fédération Française des Maisons de l'Europe";"";"Societal";"France"
"12351963";"Mickaël Vallet";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351358";"Collège de France";"";"Societal";"France"
"12351675";"M. Hendrik Davi";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351222";"Banque de France";"";"Political";"France"
"12352290";"Stéphanie YON-COURTIN";"";"Political";"France"
"12351258";"Mme Brigitte Liso";"Renaissance";"Political";"France"
"12351273";"Olivier Cadic";"Union Centriste";"Political";"France"
"12351500";"FAGE";"";"Societal";"France"
"12351439";"Dominique Estrosi Sassone";"Les Républicains";"Political";"France"
"12352174";"Réseau Action Climat";"";"Societal";"France"
"12351507";"Fédération des conseils de parents d'élèves";"";"Societal";"France"
"12352384";"Yan Chantrel";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351475";"Enfants du Mékong";"";"Societal";"France"
"12351536";"Fédération Française d'Athlétisme";"";"Societal";"France"
"12352101";"Thibaut François";"Rassemblement National";"Political";"France"
"12351384";"Cyril Dion";"";"Societal";"France"
"12351815";"Laurent Hénart";"Mouvement radical";"Political";"France"
"12351936";"Max Brisson";"Les Républicains";"Political";"France"
"12351764";"M. Jordan Guitton";"Rassemblement National";"Political";"France"
"12351302";"Mme Céline Calvez";"Renaissance";"Political";"France"
"12352012";"Mme Nathalie Oziol";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352245";"Gisèle Jourda";"Socialiste, Écologiste et Républicain";"Political";"France"
"12352208";"Société des Auteurs et Compositeurs Dramatiques";"";"Societal";"France"
"12352183";"RFI Musique";"";"Media";"France"
"12351812";"Laurence Harribey";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351956";"Michel CanÉvet";"Union Centriste";"Political";"France"
"12351827";"Le Canard Enchaîné";"";"Media";"France"
"12351359";"Colombe Brossel";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351889";"Mme Lysiane Métayer";"Renaissance";"Political";"France"
"12352285";" Stéphane Travert";"Renaissance";"Political";"France"
"12351262";"M. Bruno Fuchs";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351541";"Fédération Française de Football";"";"Societal";"France"
"12351119";"AIDES";"";"Societal";"France"
"12351059";"Guy Bricout";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351286";"Mme Caroline Janvier";"Renaissance";"Political";"France"
"12351135";"Alexandre Ouizille";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351925";"Maryse Carrère";"Rassemblement Démocratique et Social Européen";"Political";"France"
"12352153";"Mme Rachel Keke";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351671";"M. Hadrien Ghomi";"Renaissance";"Political";"France"
"12351542";"Fédération Française de Golf";"";"Societal";"France"
"12352338";"UNEF";"";"Societal";"France"
"12351484";"M. Erwan Balanant";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351792";"Mme Laetitia Saint-Paul";"Renaissance";"Political";"France"
"12351795";"Laurent Lafon";"Union Centriste";"Political";"France"
"12351293";"Mme Catherine Couturier";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352309";"TFX";"";"Media";"France"
"12351426";"M. Sébastien Rome";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351159";"Mme Anna Pic";"Socialistes et Apparentés";"Political";"France"
"12351532";"M. Emmanuel Fernandes";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351758";"M. Jean-Michel Jacques";"Renaissance";"Political";"France"
"12352219";" Raphaël Schellenberger";"Les Républicains";"Political";"France"
"12351423";"M. Ludovic Mendes";"Renaissance";"Political";"France"
"12351446";"Édouard Courtial";"Union Centriste";"Political";"France"
"12351613";"M. François Piquemal";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351931";"M. Jean-Paul Mattei";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351432";"Didier Rambaud";"Rassemblement des démocrates, progressistes et indépendants";"Political";"France"
"12351221";"Banque Alimentaire";"";"Societal";"France"
"12352276";"Mme Sophie Taillé-Polian";"Écologiste-Nupes";"Political";"France"
"12351564";"Fondation Caritas";"";"Societal";"France"
"12351249";"M. Frédéric Boccaletti";"Rassemblement National";"Political";"France"
"12352029";"Ouishare";"";"Societal";"France"
"12351307";"Confédération Générale des Planteurs de Betteraves";"";"Societal";"France"
"12351099";"Mme Florence Lasserre";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351349";"Christophe CLERGEAU";"";"Political";"France"
"12351737";"M. Jérôme Buisson";"Rassemblement National";"Political";"France"
"12351120";"Alain Joyandet";"Les Républicains";"Political";"France"
"12352289";"Mme Stéphanie Rist";"Renaissance";"Political";"France"
"12351780";"Mme Karine Lebon";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12352197";"Laurence Rossignol";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351373";"Mme Corinne Vignon";"Renaissance";"Political";"France"
"12352366";"Vincent Capo-Canellas";"Union Centriste";"Political";"France"
"12351179";"Arnaud Bazin";"Les Républicains";"Political";"France"
"12351162";"Anne Souyris";"Solidarité et Territoires";"Political";"France"
"12352324";"Irène TOLLERET";"";"Political";"France"
"12351769";"M. Jean-Philippe Ardouin";"Renaissance";"Political";"France"
"12352288";"Mme Stéphanie Galzy";"Rassemblement National";"Political";"France"
"12352231";"Mme Ségolène Amiot";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352314";" Vincent Thiébaut";"Horizons et Apparentés";"Political";"France"
"12352070";"Cédric Chevalier";"Les Indépendants - République et Territoires";"Political";"France"
"12351068";"Annick Jacquemet";"Union Centriste";"Political";"France"
"12352128";" Pierre Morel-À-L'Huissier";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12352006";"Mme Nicole Dubré-Chirat";"Renaissance";"Political";"France"
"12351074";"Catherine Belrhiti";"Les Républicains";"Political";"France"
"12352166";"Rémi Féraud";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351775";"Mme Julie Delpech";"Renaissance";"Political";"France"
"12351431";"Didier Marie";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351800";"Société Nationale d'Entraide de la Médaille Militaire";"";"Societal";"France"
"12351291";"Catherine Conconne";"Socialiste, Écologiste et Républicain";"Political";"France"
"12352321";" Timothée Houssin";"Rassemblement National";"Political";"France"
"12352069";"Catherine Jaouen";"Rassemblement National";"Political";"France"
"12351200";"Mme Aude Luquet";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351808";"Mme Laure Miller";"Renaissance";"Political";"France"
"12352281";" Stéphane Lenormand";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351413";"M. Sylvain Carrière";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352293";"SUD Éducation";"";"Societal";"France"
"12352259";"SNUIPP-FSU (Syndicat National Unitaire des Instituteurs Professeurs des écoles et PEGC)";"";"Societal";"France"
"12351885";"M. Luc Lamirault";"Horizons et Apparentés";"Political";"France"
"12352157";" Raphaël Gérard";"Renaissance";"Political";"France"
"12351169";"M. Anthony Brosse";"Renaissance";"Political";"France"
"12351627";"Fondation pour la recherche stratégique";"";"Societal";"France"
"12351984";"Fédération Nationale de la Mutualité Française";"";"Societal";"France"
"12351558";"Fédération Nationale des Producteurs de Lait";"";"Societal";"France"
"12351508";"M. Frédéric Descrozaille";"Renaissance";"Political";"France"
"12351227";"Mme Blandine Brocard";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351750";"M. Jean-François Lovisolo";"Renaissance";"Political";"France"
"12351219";"Jérémy Bacchi";"Communiste Républicain Citoyen et Écologiste - Kanaky";"Political";"France"
"12351057";"Thierry Meignen";"Les Républicains";"Political";"France"
"12352339";"Un Enfant par la Main";"";"Societal";"France"
"12351465";"Mme Émilie Chandler";"Renaissance";"Political";"France"
"12352242";"Stéphane Piednoir";"Les Républicains";"Political";"France"
"12352356";"Mme Véronique Louwagie";"Les Républicains";"Political";"France"
"12351339";"CIRAD";"";"Societal";"France"
"12352050";"Mme Pascale Boyer";"Renaissance";"Political";"France"
"12351867";"M. Lionel Causse";"Renaissance";"Political";"France"
"12351454";"Mme Eléonore Caroit";"Renaissance";"Political";"France"
"12352109";" Philippe Gosselin";"Les Républicains";"Political";"France"
"12351313";"M. Charles Rodwell";"Renaissance";"Political";"France"
"12351469";"M. Emmanuel Mandon";"Démocrate (Modem et Indépendants)";"Political";"France"
"12352257";"Stéphane Le Rudulier";"Les Républicains";"Political";"France"
"12351744";"Les Jeunes Écologistes";"Europe Écologie-Les Verts";"Political";"France"
"12351230";"Mme Béatrice Bellamy";"Horizons et Apparentés";"Political";"France"
"12351292";"Catherine CHABAUD";"";"Political";"France"
"12351990";"M. Philippe Naillet";"Socialistes et Apparentés";"Political";"France"
