"ccpageid";"name";"party";"category";"country"
"12352233";"Daniel Salmon";"Solidarité et Territoires";"Political";"France"
"12352389";"Salima YENBOU";"";"Political";"France"
"12352221";"Sciences Po";"";"Societal";"France"
"12352032";"Action des Chrétiens pour l'Abolition de la Torture (ACAT)";"";"Societal";"France"
"12352343";"Solidaires";"";"Societal";"France"
"12352334";"Union des Églises Protestantes d'Alsace et de Lorraine";"";"Societal";"France"
"12351176";"Association des Paralysés de France";"";"Societal";"France"
"12351480";"M. Éric Alauzet";"Renaissance";"Political";"France"
"12352318";" Thomas Gassilloud";"Renaissance";"Political";"France"
"12351703";"Institut de Relations Internationales et Stratégiques";"";"Societal";"France"
"12352036";"Union Bouddhiste de France";"";"Societal";"France"
"12351847";"L'Obs";"";"Media";"France"
"12351757";"M. Jean-Louis Thiériot";"Les Républicains";"Political";"France"
"12351587";"France 24 Le Débat";"";"Media";"France"
"12351234";"M. Benoît Bordat";"Renaissance";"Political";"France"
"12351841";"Le Monde";"";"Media";"France"
"12351091";"Radio Nova";"";"Media";"France"
"12351901";"M. Emmanuel Maquet";"Les Républicains";"Political";"France"
"12351121";"M. Alain David";"Socialistes et Apparentés";"Political";"France"
"12351851";"Le Point";"";"Media";"France"
"12351269";"M. Boris Vallaud";"Socialistes et Apparentés";"Political";"France"
"12351104";"Alain Cazabonne";"Union Centriste";"Political";"France"
"12352107";" Bertrand Petit";"Socialistes et Apparentés";"Political";"France"
"12352282";" Stéphane Mazars";"Renaissance";"Political";"France"
"12351239";"M. Bertrand Sorre";"Renaissance";"Political";"France"
"12352200";"RTL";"";"Media";"France"
"12351080";"Union Nationale des Combattants";"";"Societal";"France"
"12352239";"Évelyne Renaud-Garabedian";"Les Républicains";"Political";"France"
"12351113";"Agence Française de Développement";"";"Societal";"France"
"12351858";"Les Inrockuptibles";"";"Media";"France"
"12351328";"Christiane Lambert";"";"Societal";"France"
"12352040";"Paris Match";"";"Media";"France"
"12351946";"Mme Mélanie Thomin";"Socialistes et Apparentés";"Political";"France"
"12351483";"M. Éric Poulliat";"Renaissance";"Political";"France"
"12351690";"Comité International de la Croix Rouge - Délégation en France";"";"Societal";"France"
"12351955";"Michel Bonnus";"Les Républicains";"Political";"France"
"12351427";"M. Thibault Bazin";"Les Républicains";"Political";"France"
"12351108";"Action contre la Faim";"";"Societal";"France"
"12352115";" Philippe Guillemard";"Renaissance";"Political";"France"
"12351049";"SOS Racisme";"";"Societal";"France"
"12351404";"Confédération Nationale Défense de l'Animal";"";"Societal";"France"
"12351681";"Hervé JUVIN";"";"Political";"France"
"12351538";"Fédération Française du Bâtiment";"";"Societal";"France"
"12352230";"Secours Populaire Français";"";"Societal";"France"
"12351942";"Mouvement du Nid";"";"Societal";"France"
"12351583";"Médecins du Monde";"";"Societal";"France"
"12352269";"SOS Chrétiens d'Orient";"";"Societal";"France"
"12351592";"France Culture";"";"Media";"France"
"12352388";" Yannick Chenevard";"Renaissance";"Political";"France"
"12351060";"Josiane Corneloup";"Les Républicains";"Political";"France"
"12352380";" Xavier Batut";"Horizons et Apparentés";"Political";"France"
"12352351";"Mme Valérie Rabault";"Socialistes et Apparentés";"Political";"France"
"12351539";"Fédération Française de Cyclisme";"";"Societal";"France"
"12351760";"M. Jean-Marc Zulesi";"Renaissance";"Political";"France"
"12351624";"M. Frédéric Valletoux";"Horizons et Apparentés";"Political";"France"
"12351599";"France Soir";"";"Media";"France"
"12351585";"France Info";"";"Media";"France"
"12352140";" Dominique Potier";"Socialistes et Apparentés";"Political";"France"
"12351270";"Mme Cécile Rilhac";"Renaissance";"Political";"France"
"12352028";"Osez le Féminisme!";"";"Societal";"France"
"12351688";"L'Humanité";"";"Media";"France"
"12351090";"20 Minutes";"";"Media";"France"
"12352218";"Sandro GOZI";"";"Political";"France"
"12351425";"Jean-Frédéric Poisson";"VIA | la voie du peuple";"Political";"France"
"12352176";"Réseau Cétacés";"";"Societal";"France"
"12351106";"Anne-Catherine Loisier";"Union Centriste";"Political";"France"
"12351895";"Historia";"";"Media";"France"
"12351146";"Les Amis de la Terre";"";"Societal";"France"
"12352152";"Radio Classique";"";"Media";"France"
"12351781";"M. Karl Olive";"Renaissance";"Political";"France"
"12351237";"M. Bertrand Bouyx";"Renaissance";"Political";"France"
"12352271";"SOS Villages d'Enfants";"";"Societal";"France"
"12351691";"International Fund for Animal Welfare (IFAW) France";"";"Societal";"France"
"12351051";"Benoît BITEAU";"";"Political";"France"
"12351606";"François ALFONSI";"";"Political";"France"
"12352002";"Nicolas Dupont-Aignan";"Debout la France";"Political";"France"
"12351283";"Carlos Martens Bilongo";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352210";" Aurélien Saintoul";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351787";"M. Bastien Lachaud";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351132";"Mme Alexandra Masson";"Rassemblement National";"Political";"France"
"12351137";"M. Alexis Jolly";"Rassemblement National";"Political";"France"
"12351980";"Mme Michèle Tabarot";"Les Républicains";"Political";"France"
"12351560";"Fondation Abbé Pierre";"";"Societal";"France"
"12351436";"M. Benjamin Dirx";"Renaissance";"Political";"France"
"13352398";"Ouest-France Angers";"";"Media";"France"
"12351284";"Mme Caroline Fiat";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351209";"M. Julien Dive";"Les Républicains";"Political";"France"
"12351713";"M. Cyrille Isaac-Sibille";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351147";"Amnesty International France";"";"Societal";"France"
"12352365";" Vincent Ledoux";"Renaissance";"Political";"France"
"12352246";"Marie-Pierre Monier";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351460";"Mme Élodie Jacquier-Laforge";"Démocrate (Modem et Indépendants)";"Political";"France"
"12352063";"M. Pierre Dharréville";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12351544";"Fédération Française de la Montagne et de l'Escalade";"";"Societal";"France"
"12352220";"Science & Vie";"";"Media";"France"
"12351677";"Mme Hélène Laporte";"Rassemblement National";"Political";"France"
"12351370";"Coordination Rurale";"";"Societal";"France"
"12351913";"Mme Marie Pochon";"Écologiste-Nupes";"Political";"France"
"12351908";"Mme Marie-France Lorho";"Rassemblement National";"Political";"France"
"12351874";"Loïc Dombreval";"";"Societal";"France"
"12351844";"Le Monde Afrique";"";"Media";"France"
"12352141";"Pierre Ouzoulias";"Communiste Républicain Citoyen et Écologiste - Kanaky";"Political";"France"
"12351396";"Marie DAUCHY";"";"Political";"France"
"12351294";"Catherine GRISET";"";"Political";"France"
"12351397";"David CORMAND";"";"Political";"France"
"12351743";"Mouvement Jeunes Communistes de France";"Parti Communiste Français";"Political";"France"
"12351297";"C dans l'air";"";"Media";"France"
"12351325";"Christelle D'Intorni";"Les Républicains";"Political";"France"
"12351228";"Mme Béatrice Descamps";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351039";"Claude GRUFFAT";"";"Political";"France"
"12351377";"M. Christophe Plassard";"Horizons et Apparentés";"Political";"France"
"12351405";"M. Sébastien Delogu";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351753";"Mme Julie Laernoes";"Écologiste-Nupes";"Political";"France"
"12351807";"Laure Darcos";"Les Indépendants - République et Territoires";"Political";"France"
"12352262";"Solidarités International";"";"Societal";"France"
"12351470";"Emmanuel Maurel";"Gauche républicaine et socialiste";"Political";"France"
"12352136";" Philippe Latombe";"Démocrate (Modem et Indépendants)";"Political";"France"
"12352362";" Jean-Pierre Vigier";"Les Républicains";"Political";"France"
"12351260";"M. Vincent Bru";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351363";"France 2 Complément d'enquête";"";"Media";"France"
"12352189";"RMC";"";"Media";"France"
"12352336";"Que Choisir? Votre Association Locale (UAL)";"";"Societal";"France"
"12351891";"M6 Le 19:45";"";"Media";"France"
"12352133";"Patrick Kanner";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351043";"Fabienne KELLER";"";"Political";"France"
"12351352";"CNRS";"";"Societal";"France"
"12352184";"Raphaël Glucksmann";"";"Societal";"France"
"12351659";"Groupe Identité et Démocratie";"Groupe Identité et Démocratie";"Political";"France"
"12351804";"Pierre LARROUTUROU";"";"Political";"France"
"12352284";"Stéphane Ravier";"Réunion administrative des Sénateurs ne figurant sur la liste d'aucun groupe";"Political";"France"
"12351206";"Auto Plus";"";"Media";"France"
"12351118";"AgoraVox";"";"Media";"France"
"12351771";"Jean-Paul GARRAUD";"";"Political";"France"
"12351957";"Michèle RIVASI";"";"Political";"France"
"12351189";"Agir pour l'Environnement";"";"Societal";"France"
"12351048";"Virginie JORON";"";"Political";"France"
"12351563";"Fondation Brigitte Bardot";"";"Societal";"France"
"12351783";"M. Kévin Pfeffer";"Rassemblement National";"Political";"France"
"12351298";"Connaissance des Arts";"";"Media";"France"
"12351353";"Gilbert COLLARD";"";"Political";"France"
"12352358";"Véronique Guillotin";"Rassemblement Démocratique et Social Européen";"Political";"France"
"12351816";"M. Laurent Jacobelli";"Rassemblement National";"Political";"France"
"12351596";"France Musique";"";"Media";"France"
"12351788";"Cimade";"";"Societal";"France"
"12352317";"Thierry MARIANI";"";"Political";"France"
"12351586";"France 24";"";"Media";"France"
"12351185";"François Asselineau";"Union populaire républicaine";"Political";"France"
"12351821";"LCI";"";"Media";"France"
"12351509";"Fdesouche.com";"";"Media";"France"
"12352182";"RFI Afrique";"";"Media";"France"
"12351985";"Les Patriotes";"Les Patriotes";"Political";"France"
"12352151";"Yann Barthès";"";"Media";"France"
"12352110";"Philippe Folliot";"Union Centriste";"Political";"France"
"12352181";"Radio France Internationale (RFI)";"";"Media";"France"
"12351832";"Arte Le Dessous des cartes";"";"Media";"France"
"12351093";"60 Millions de Consommateurs";"";"Societal";"France"
"12351573";"Fondation Hulot";"";"Societal";"France"
"12351594";"France Inter";"";"Media";"France"
"12352173";"France Bleu";"";"Media";"France"
"12351652";"Fondation GoodPlanet";"";"Societal";"France"
"12351240";"BFM Business";"";"Media";"France"
"12352349";"Union Populaire Républicaine";"Union Populaire Républicaine";"Political";"France"
"12351351";"CNEWS";"";"Media";"France"
"12352121";"Florian Philippot";"Les Patriotes";"Political";"France"
"12351796";"La France insoumise ";"La France insoumise ";"Political";"France"
"12351418";"Mme Danièle Obono";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351840";"Le Média TV";"";"Media";"France"
"12351389";"Damien CARÊME";"";"Political";"France"
"12351364";"CGT";"";"Societal";"France"
"12351243";"Bernard-Henri Lévy";"";"Societal";"France"
"12352009";"M. Nicolas Meizonnet";"Rassemblement National";"Political";"France"
"12351794";"Fédération Nationale des Syndicats d'Exploitants Agricoles";"";"Societal";"France"
"12352303";"France 2 Télématin";"";"Media";"France"
"12351657";"Greenpeace France";"";"Societal";"France"
"12351581";"M. Frédéric Petit";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351729";"Jean-Lin LACAPELLE";"";"Political";"France"
"12351833";"Le Figaro";"";"Media";"France"
"12351875";"Loïc HervÉ";"Union Centriste";"Political";"France"
"12351387";"Damien Abad";"Divers droite; Renaissance";"Political";"France"
"12351463";"Mme Emmanuelle Ménard";"";"Political";"France"
"12352392";"Younous OMARJEE";"";"Political";"France"
"12352004";"M. Nicolas Metzdorf";"Renaissance";"Political";"France"
"12351855";"Les Républicains";"Les Républicains";"Political";"France"
"12352125";" Pierre-Henri Dumont";"Les Républicains";"Political";"France"
"12352139";" Thomas Portes";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351194";"Sherpa";"";"Societal";"France"
"12351850";"Le Particulier";"";"Media";"France"
"12352333";"Union des démocrates et indépendants";"Union des démocrates et indépendants";"Political";"France"
"12351725";"Jean-François Rapin";"Les Républicains";"Political";"France"
"12351912";"Marie-Pierre VEDRENNE";"";"Political";"France"
"12352232";"Sénat";"";"Political";"France"
"12351834";"Le Figaro Étudiant";"";"Media";"France"
"12351402";"Dominique BILDE";"";"Political";"France"
"12351566";"Fondation de France";"";"Societal";"France"
"12351865";"LICRA (Ligue Internationale Contre le Racisme et l'Antisémitisme)";"";"Societal";"France"
"12352169";"La République En Marche!";"Renaissance";"Political";"France"
"12352229";"Secours Islamique France";"";"Societal";"France"
"12352228";"Secours Catholique";"";"Societal";"France"
"12351559";"Fondation pour l'innovation politique";"";"Societal";"France"
"12351186";"Assemblée nationale";"";"Political";"France"
"12351343";"Claude Malhuret";"Les Indépendants - République et Territoires";"Political";"France"
"12351701";"Institut Français";"";"Societal";"France"
"12351136";"M. Alexis Corbière";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351910";"Mme Marie Lebec";"Renaissance";"Political";"France"
"12351747";"Les Jeunes Républicains";"Les Républicains";"Political";"France"
"12351785";"CFDT";"";"Societal";"France"
"12351872";"M. Laurent Marcangeli";"Horizons et Apparentés";"Political";"France"
"12351684";"M. Hubert Julien-Laferrière";"Écologiste-Nupes";"Political";"France"
"12351072";"Union des Organisations Islamiques de France";"";"Societal";"France"
"12351778";"Karima DELLI";"";"Political";"France"
"12351717";"M. Jean-Charles Larsonneur";"Horizons et Apparentés";"Political";"France"
"12352209";" Sacha Houlié";"Renaissance";"Political";"France"
"12351577";"La Fondation pour la Mémoire de la Shoah";"";"Societal";"France"
"12351168";"Mme Annie Vidal";"Renaissance";"Political";"France"
"12352007";"Mme Nicole Le Peih";"Renaissance";"Political";"France"
"12351914";"Mme Marietta Karamanli";"Socialistes et Apparentés";"Political";"France"
"12351429";"M. Didier Martin";"Renaissance";"Political";"France"
"12351772";"M. Jean-Paul Lecoq";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12351969";"M. Marc Le Fur";"Les Républicains";"Political";"France"
"12351115";"Mme Anne Genetet";"Renaissance";"Political";"France"
"12351449";"Europe Écologie-Les Verts";"Europe Écologie-Les Verts";"Political";"France"
"12351859";"Mouvement des jeunes socialistes";"Parti Socialiste";"Political";"France"
"12351877";"M. Loïc Prud'homme";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352145";"Parti Socialiste";"Parti Socialiste";"Political";"France"
"12351102";"Aurélia BEIGNEUX";"";"Political";"France"
"12351301";"Céline Brulin";"Communiste Républicain Citoyen et Écologiste - Kanaky";"Political";"France"
"12352283";" Stéphane Peu";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12352187";"Mme Marie-Pierre Rixain";"Renaissance";"Political";"France"
"12351565";"La Fondation Cartier pour l'art contemporain";"";"Societal";"France"
"12351335";"M. Christophe Blanchet";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351161";"Anne SANDER";"";"Political";"France"
"12351562";"Fondation Assistance aux Animaux";"";"Societal";"France"
"12351550";"FIP (France Inter Paris)";"";"Media";"France"
"12352111";" Philippe Juvin";"Les Républicains";"Political";"France"
"12352224";" Sébastien Jumel";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12352273";"SPA (Société Protectrice des Animaux)";"";"Societal";"France"
"12351949";"Marc Fesneau";"Mouvement démocrate";"Political";"France"
"12351473";"Emmaüs International";"";"Societal";"France"
"12351825";"Laurent Duplomb";"Les Républicains";"Political";"France"
"12351310";"La Chaîne de l'Espoir";"";"Societal";"France"
"12351238";"M. Bertrand Pancher";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351934";"Mme Maud Petit";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351407";"Mme Delphine Lingemann";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351634";"Mme Geneviève Darrieussecq";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351846";"France 5 Le Monde en Face";"";"Media";"France"
"12351133";"M. Alexandre Holroyd";"Renaissance";"Political";"France"
"12351731";"M. Jean-Marc Tellier";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12351689";"M. Hubert Wulfranc";"Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12351451";"La Conférence des évêques de France";"";"Societal";"France"
"12352252";"Sidaction";"";"Societal";"France"
"12351611";"Françoise Dumont";"Les Républicains";"Political";"France"
"12352042";"Parti Communiste Français";"Parti Communiste Français";"Political";"France"
"12352348";"Union Nationale du Sport Scolaire";"";"Societal";"France"
"12352065";"Akli Mellouli";"Solidarité et Territoires";"Political";"France"
"12351472";"Emmaüs France";"";"Societal";"France"
"12352328";"Mme Aurélie Trouvé";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351651";"Gilbert-Luc Devinaz";"Socialiste, Écologiste et Républicain";"Political";"France"
"12352383";"Yaël Braun-Pivet";"La République en marche !; Renaissance";"Political";"France"
"12352204";" Roger Vicot";"Socialistes et Apparentés";"Political";"France"
"12351267";"M. Benjamin Saint-Huile";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351547";"Fédération Française de Volley-Ball";"";"Societal";"France"
"12351139";"Alliance Française";"";"Societal";"France"
"12351842";"Le Monde Campus";"";"Media";"France"
"12351428";"Mme Edwige Diaz";"Rassemblement National";"Political";"France"
"12351773";"M. Julien Rancoule";"Rassemblement National";"Political";"France"
"12351092";"30 Millions d'Amis";"";"Societal";"France"
"12352374";"Mme Violette Spillebout";"Renaissance";"Political";"France"
"12351784";"L214";"";"Societal";"France"
"12351453";"Electriciens sans frontières";"";"Societal";"France"
"12352013";"Natacha Polony";"";"Societal";"France"
"12352024";"Olivier Faure";"Parti Socialiste; Socialistes et Apparentés";"Political";"France"
"12351643";"Gérald Darmanin";"La République en marche !";"Political";"France"
"12351199";"Attac France";"";"Societal";"France"
"12351305";"Le Centre Pompidou";"";"Societal";"France"
"12351900";"M. Mansour Kamardine";"Les Républicains";"Political";"France"
"12352396";"M6 Zone interdite";"";"Media";"France"
"12352225";"Sébastien Lecornu";"La République en marche !";"Political";"France"
"12351493";"Agnès Evren";"Les Républicains";"Political";"France"
"12351595";"Fédération Française de Judo";"";"Societal";"France"
"12351226";"François Bayrou";"Mouvement démocrate";"Political";"France"
"12351654";"Gouvernement de la République Française";"";"Political";"France"
"12351959";"Michel Onfray";"";"Societal";"France"
"12352159";"Rassemblement National";"Rassemblement National";"Political";"France"
"12351241";"BFM TV";"";"Media";"France"
"12351916";"Marine Le Pen";"Rassemblement National; Rassemblement National";"Political";"France"
"12352327";"Transparency International France";"";"Societal";"France"
"12351982";"Le Musée d'Orsay";"";"Societal";"France"
"12352337";" Ugo Bernalicis";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352223";"Sea Shepherd France";"";"Societal";"France"
"12351190";"Code Animal";"";"Societal";"France"
"12351042";"Jordan BARDELLA";"";"Political";"France"
"123511772";"M. Adrien Quatennens";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351574";"Fondation Raoul Follereau";"";"Societal";"France"
"12351575";"Fondation pour la Recherche Médicale";"";"Societal";"France"
"12351220";"M. Philippe Ballard";"Rassemblement National";"Political";"France"
"12351822";"LCP Assemblée Nationale Ça Vous Regarde";"";"Media";"France"
"12351285";"Caroline Fourest";"";"Societal";"France"
"12352390";"Yannick Jadot";"Solidarité et Territoires";"Political";"France"
"12352394";"Éric Zemmour";"";"Societal";"France"
"12352188";"RMC Découverte";"";"Media";"France"
"12351898";"Manon AUBRY";"";"Political";"France"
"12351481";"M. Éric Coquerel";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352247";"TF1 Sept à Huit";"";"Media";"France"
"12352001";"Nicolas BAY";"";"Political";"France"
"12351489";"Mme Estelle Youssouffa";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351929";"Mathilde Panot";"Parti ouvrier indépendant; La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351447";"Édwy Plenel";"";"Societal";"France"
"12351614";"M. François Ruffin";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351444";"Éric Ciotti";"Les Républicains; Les Républicains";"Political";"France"
"12351385";"Cyril Hanouna";"";"Societal";"France"
"12351468";"Emmanuel Macron";"Renaissance  ";"Political";"France"
"12351498";"Fabien Roussel";"Parti communiste français; Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12351477";"France 2 Envoyé spécial";"";"Media";"France"
"12351459";"Elise Lucet";"";"Societal";"France"
"12351181";"Arte";"";"Media";"France"
"12351141";"Mme Alma Dufour";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352307";"TF1";"";"Media";"France"
"12351849";"Le Parisien";"";"Media";"France"
"12351976";"Mouv'";"";"Media";"France"
"12352194";"Rokhaya Diallo";"";"Societal";"France"
"13351597";"France tv nature";"";"Media";"France"
"12351890";"M6";"";"Media";"France"
"12351213";"M. Meyer Habib";"Les Républicains";"Political";"France"
"12351641";"Geoffroy DIDIER";"";"Political";"France"
"12351537";"Fédération Française de Basket-Ball";"";"Societal";"France"
"12351247";"Bruno Le Maire";"La République en marche !";"Political";"France"
"12351438";"M. Jean-Philippe Tanguy";"Rassemblement National";"Political";"France"
"12351512";"Fédération Française des Diabétiques";"";"Societal";"France"
"12351915";"Marina MESURE";"";"Political";"France"
"12352227";" Sébastien Chenu";"Rassemblement National";"Political";"France"
"12351280";"Capital";"";"Media";"France"
"12351261";"Annika BRUNA";"";"Political";"France"
"12351960";"Michel Savin";"Les Républicains";"Political";"France"
"12351499";"M. Fabrice Brun";"Les Républicains";"Political";"France"
"12352382";"Yann Arthus-Bertrand";"";"Societal";"France"
"12352094";"Pascal Praud";"";"Societal";"France"
"12351217";"M. Aymeric Caron";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352075";"Élisabeth Borne";"La République en marche !";"Political";"France"
"12351044";"Pascal CANFIN";"";"Political";"France"
"12351406";"Mme Delphine Batho";"Écologiste-Nupes";"Political";"France"
"12351682";"M. Hervé Saulignac";"Socialistes et Apparentés";"Political";"France"
"12352031";"M. Paul-André Colombani";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351411";"M. Jean-Hugues Ratenon";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352058";"M. Éric Pauget";"Les Républicains";"Political";"France"
"12351433";"M. Fabien Di Filippo";"Les Républicains";"Political";"France"
"12352025";"One Voice";"";"Societal";"France"
"12351204";"M. Aurélien Taché";"Écologiste-Nupes";"Political";"France"
"12351040";"François-Xavier BELLAMY";"";"Political";"France"
"12351633";"Gauche républicaine et socialiste";"Gauche républicaine et socialiste";"Political";"France"
"12351534";"Le Festival de Cannes";"";"Societal";"France"
"12351324";"Mouvement pour une Alternative Non-violente";"";"Societal";"France"
"12351263";"Bruno Retailleau";"Les Républicains";"Political";"France"
"12351988";"Nadine MORANO";"";"Political";"France"
"12351494";"M. Éric Woerth";"Renaissance";"Political";"France"
"12351977";"Marc-Philippe Daubresse";"Les Républicains";"Political";"France"
"12351128";"M. Antoine Léaument";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351300";"Cédric O";"";"Societal";"France"
"12351739";"M. Jérôme Legavre";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12351365";"Confédération Paysanne";"";"Societal";"France"
"12352060";"M. Paul Molac";"Libertés, Indépendants, Outre-Mer et Territoires";"Political";"France"
"12351831";"Les Amis du CRIF (Conseil Représentatif des Institutions juives de France)";"";"Societal";"France"
"12352322";"TMC";"";"Media";"France"
"12351661";"Christophe GRUDLER";"";"Political";"France"
"12352264";"Mme Sophie Panonacle";"Renaissance";"Political";"France"
"12351745";"Les Jeunes avec Macron";"La République En Marche!";"Political";"France"
"12351640";"Génération.s";"Génération.s";"Political";"France"
"12352106";"Mme Anne-Laurence Petel";"Renaissance";"Political";"France"
"12351066";"Nouvelle Action Royaliste";"Nouvelle Action Royaliste";"Political";"France"
"12352143";"Pôle de Renaissance Communiste en France";"Pôle de Renaissance Communiste en France";"Political";"France"
"12351719";"Jérémy DECERLE";"";"Political";"France"
"12352161";"Raymonde Poncet Monge";"Solidarité et Territoires";"Political";"France"
"12352347";"UNSA";"";"Societal";"France"
"12351388";"M. Damien Adam";"Renaissance";"Political";"France"
"12352163";" Nicolas Ray";"Les Républicains";"Political";"France"
"12352160";"Mme Isabelle Rauch";"Horizons et Apparentés";"Political";"France"
"12351354";"Collectif Urgence Darfour";"";"Societal";"France"
"12351964";"M. Paul Midy";"Renaissance";"Political";"France"
"12351152";"Mme Andrée Taurinya";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352056";"M. Patrice Perrot";"Renaissance";"Political";"France"
"12352279";"Mme Stella Dupont";"Renaissance";"Political";"France"
"12352116";" Philippe Lottiaux";"Rassemblement National";"Political";"France"
"12351970";"Mme Michèle Martinez";"Rassemblement National";"Political";"France"
"12351101";"Mme Caroline Abadie";"Renaissance";"Political";"France"
"12352120";" Philippe Schreck";"Rassemblement National";"Political";"France"
"12351967";"Eric MINARDI";"";"Political";"France"
"12351151";"André Chassaigne";"Front de gauche; Gauche Démokrate et Républicaine - Nupes";"Political";"France"
"12351997";"Nathalie COLIN-OESTERLÉ";"";"Political";"France"
"12352126";"Pierre KARLESKIND";"";"Political";"France"
"12351528";"Fédération Protestante de France";"";"Societal";"France"
"12352046";"Mouvement radical";"Mouvement radical";"Political";"France"
"12351631";"M. Gabriel Amard";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352391";" Yoann Gillet";"Rassemblement National";"Political";"France"
"12351749";"Jean-François JALKH";"";"Political";"France"
"12351741";"Jérôme RIVIÈRE";"";"Political";"France"
"12351768";"M. Jimmy Pahun";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351223";"Bastien Faudot";"Gauche républicaine et socialiste";"Political";"France"
"12352258";"SNES-FSU";"";"Societal";"France"
"12351755";"M. Jean-Louis Bourlanges";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351668";"M. Michel Guiniot";"Rassemblement National";"Political";"France"
"12352386";" Yannick Haury";"Renaissance";"Political";"France"
"12351125";"Alain Milon";"Les Républicains";"Political";"France"
"12351505";"Mme Françoise Buffet";"Renaissance";"Political";"France"
"12351801";"M. Mohamed Laqhila";"Démocrate (Modem et Indépendants)";"Political";"France"
"12352305";"Terra Nova";"";"Societal";"France"
"12351486";"Mme Ersilia Soudais";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352237";"Emmanuel Capus";"Les Indépendants - République et Territoires";"Political";"France"
"12351876";"M. Loïc Kervran";"Horizons et Apparentés";"Political";"France"
"12351393";"Mme Danielle Brulebois";"Renaissance";"Political";"France"
"12352296";" Sylvain Maillard";"Renaissance";"Political";"France"
"12351888";"Louis Vogel";"Les Indépendants - République et Territoires";"Political";"France"
"12351456";"Élisabeth Doineau";"Union Centriste";"Political";"France"
"12351830";"Mme Charlotte Parmentier-Lecocq";"Renaissance";"Political";"France"
"12352353";"Valeurs Actuelles";"";"Media";"France"
"12352018";"Numerama";"";"Media";"France"
"12351417";"Mme Constance Le Grip";"Renaissance";"Political";"France"
"12351944";"Medef";"";"Societal";"France"
"12351685";"M. Hubert Ott";"Démocrate (Modem et Indépendants)";"Political";"France"
"12351617";"M. Frédéric Mathieu";"La France Insoumise - Nouvelle Union Populaire Écologique et Sociale";"Political";"France"
"12352234";"Éric Jeansannetas";"Socialiste, Écologiste et Républicain";"Political";"France"
"12351612";"M. François Jolivet";"Horizons et Apparentés";"Political";"France"
"12351138";"M. Alexandre Vincendet";"Les Républicains";"Political";"France"
